5.000000000000000888e+00 1.167981593555095787e-22
5.011530038162065992e+00 1.135521907064775374e-22
5.023086664680135094e+00 1.104064814189290803e-22
5.034669940867161131e+00 1.073575003608825636e-22
5.046279928177481722e+00 1.044018612539328303e-22
5.057916688207151346e+00 1.015363157172944349e-22
5.069580282694266415e+00 9.875774669895108376e-23
5.081270773519290351e+00 9.606316226936666752e-23
5.092988222705384871e+00 9.344968975496698617e-23
5.104732692418732398e+00 9.091457019020856174e-23
5.116504244968878901e+00 8.845515306851698347e-23
5.128302942809050968e+00 8.606889137376985155e-23
5.140128848536495099e+00 8.375333687522279256e-23
5.151982024892808099e+00 8.150613566998371186e-23
5.163862534764265710e+00 7.932502395818076074e-23
5.175770441182164561e+00 7.720782403699285776e-23
5.187705807323148122e+00 7.515244050062278843e-23
5.199668696509548660e+00 7.315685663414197860e-23
5.211659172209720303e+00 7.121913098994556461e-23
5.223677298038371219e+00 6.933739413627394017e-23
5.235723137756910894e+00 6.750984556794421300e-23
5.247796755273779645e+00 6.573475077007543679e-23
5.259898214644794123e+00 6.401043842616731186e-23
5.272027580073482156e+00 6.233529776244617583e-23
5.284184915911422920e+00 6.070777602089876744e-23
5.296370286658596882e+00 5.912637605388525507e-23
5.308583756963717981e+00 5.758965403366983907e-23
5.320825391624580014e+00 5.609621727060359002e-23
5.333095255588404804e+00 5.464472213409467584e-23
5.345393413952177930e+00 5.323387207084284717e-23
5.357719931963002225e+00 5.186241571515077146e-23
5.370074875018440608e+00 5.052914508644515762e-23
5.382458308666862479e+00 4.923289386941253479e-23
5.394870298607794545e+00 4.797253577244243863e-23
5.407310910692262773e+00 4.674698296031249336e-23
5.419780210923149433e+00 4.555518455728985478e-23
5.432278265455539490e+00 4.439612521704912754e-23
5.444805140597071436e+00 4.326882375600622200e-23
5.457360902808291669e+00 4.217233184686572183e-23
5.469945618703000001e+00 4.110573276936410400e-23
5.482559355048613803e+00 4.006814021535379978e-23
5.495202178766513512e+00 3.905869714554044645e-23
5.507874156932402343e+00 3.807657469532990671e-23
5.520575356776660669e+00 3.712097112738533706e-23
5.533305845684698632e+00 3.619111082862488385e-23
5.546065691197322955e+00 3.528624334951532360e-23
5.558854961011088669e+00 3.440564248363323205e-23
5.571673722978657040e+00 3.354860538557275373e-23
5.584522045109162391e+00 3.271445172538693673e-23
5.597399995568563824e+00 3.190252287783881696e-23
5.610307642680013807e+00 3.111218114483704895e-23
5.623245054924218778e+00 3.034280900951004347e-23
5.636212300939803299e+00 2.959380842045958251e-23
5.649209449523672433e+00 2.886460010480454791e-23
5.662236569631373229e+00 2.815462290870208314e-23
5.675293730377472201e+00 2.746333316409643206e-23
5.688381001035908824e+00 2.679020408051613412e-23
5.701498451040370341e+00 2.613472516079101016e-23
5.714646149984663026e+00 2.549640163962566327e-23
5.727824167623067453e+00 2.487475394401524857e-23
5.741032573870725741e+00 2.426931717453877505e-23
5.754271438804003935e+00 2.367964060661754410e-23
5.767540832660862371e+00 2.310528721086736331e-23
5.780840825841233155e+00 2.254583319171621730e-23
5.794171488907388756e+00 2.200086754350153969e-23
5.807532892584319484e+00 2.146999162329803450e-23
5.820925107760109185e+00 2.095281873976130254e-23
5.834348205486308281e+00 2.044897375731088142e-23
5.847802256978316571e+00 1.995809271500415264e-23
5.861287333615750939e+00 1.947982245948688459e-23
5.874803506942834375e+00 1.901382029143052789e-23
5.888350848668771675e+00 1.855975362490092717e-23
5.901929430668129584e+00 1.811729965912154816e-23
5.915539324981214264e+00 1.768614506212390901e-23
5.929180603814460326e+00 1.726598566579949574e-23
5.942853339540811852e+00 1.685652617189054601e-23
5.956557604700104314e+00 1.645747986847676314e-23
5.970293471999450929e+00 1.606856835653699830e-23
5.984061014313629023e+00 1.568952128618175699e-23
5.997860304685461941e+00 1.532007610217259291e-23
6.011691416326213400e+00 1.495997779835946901e-23
6.025554422615973849e+00 1.460897868068586787e-23
6.039449397104048600e+00 1.426683813842405224e-23
6.053376413509342413e+00 1.393332242332112049e-23
6.067335545720764500e+00 1.360820443634611414e-23
6.081326867797606894e+00 1.329126352174674016e-23
6.095350453969947679e+00 1.298228526813263416e-23
6.109406378639034685e+00 1.268106131631685368e-23
6.123494716377690494e+00 1.238738917365736886e-23
6.137615541930698804e+00 1.210107203465252241e-23
6.151768930215207654e+00 1.182191860755306651e-23
6.165954956321125557e+00 1.154974294676581618e-23
6.180173695511518517e+00 1.128436429083067116e-23
6.194425223223007038e+00 1.102560690576405307e-23
6.208709615066171139e+00 1.077329993356884151e-23
6.223026946825950034e+00 1.052727724572064357e-23
6.237377294462042698e+00 1.028737730144630990e-23
6.251760734109311990e+00 1.005344301061939584e-23
6.266177342078190549e+00 9.825321601104530705e-24
6.280627194855076034e+00 9.602864490387826125e-24
6.295110369102753012e+00 9.385927161339038244e-24
6.309626941660786414e+00 9.174369041956607505e-24
6.324176989545937211e+00 8.968053388951259060e-24
6.338760589952561197e+00 8.766847175032915850e-24
6.353377820253030883e+00 8.570620979766890077e-24
6.368028757998137834e+00 8.379248883874342192e-24
6.382713480917507454e+00 8.192608366854196138e-24
6.397432066920009319e+00 8.010580207810477819e-24
6.412184594094172851e+00 7.833048389371716523e-24
6.426971140708594987e+00 7.659900004595730240e-24
6.441791785212368282e+00 7.491025166754413284e-24
6.456646606235483254e+00 7.326316921900376851e-24
6.471535682589257377e+00 7.165671164118249690e-24
6.486459093266741860e+00 7.008986553369269194e-24
6.501416917443149757e+00 6.856164435839738634e-24
6.516409234476273404e+00 6.707108766708913321e-24
6.531436123906902758e+00 6.561726035253546190e-24
6.546497665459250825e+00 6.419925192210829867e-24
6.561593939041375556e+00 6.281617579323267837e-24
6.576725024745599946e+00 6.146716860993164920e-24
6.591891002848945469e+00 6.015138957976017101e-24
6.607091953813550411e+00 5.886801983045894529e-24
6.622327958287100635e+00 5.761626178567264018e-24
6.637599097103253243e+00 5.639533855911270189e-24
6.652905451282071780e+00 5.520449336656658019e-24
6.668247102030450790e+00 5.404298895516791279e-24
6.683624130742549241e+00 5.291010704938375300e-24
6.699036619000221293e+00 5.180514781317585018e-24
6.714484648573452397e+00 5.072742932783010913e-24
6.729968301420782950e+00 4.967628708495808155e-24
6.745487659689757720e+00 4.865107349419542836e-24
6.761042805717350390e+00 4.765115740514963628e-24
6.776633822030406762e+00 4.667592364314802343e-24
6.792260791346078186e+00 4.572477255838013574e-24
6.807923796572262098e+00 4.479711958802037811e-24
6.823622920808044334e+00 4.389239483094874904e-24
6.839358247344136110e+00 4.301004263470077207e-24
6.855129859663319003e+00 4.214952119428191943e-24
6.870937841440887262e+00 4.131030216251398787e-24
6.886782276545085679e+00 4.049187027158409734e-24
6.902663249037565230e+00 3.969372296546884908e-24
6.918580843173822714e+00 3.891537004295278089e-24
6.934535143403650181e+00 3.815633331093602726e-24
6.950526234371576351e+00 3.741614624775821991e-24
6.966554200917324025e+00 3.669435367627394423e-24
6.982619128076258619e+00 3.599051144642559494e-24
6.998721101079835805e+00 3.530418612706237641e-24
7.014860205356056255e+00 3.463495470677834957e-24
7.031036526529920394e+00 3.398240430353892272e-24
7.047250150423872483e+00 3.334613188288166993e-24
7.063501163058274912e+00 3.272574398448071100e-24
7.079789650651845179e+00 3.212085645687592083e-24
7.096115699622129291e+00 3.153109420017547297e-24
7.112479396585944080e+00 3.095609091654210990e-24
7.128880828359852373e+00 3.039548886828335952e-24
7.145320081960613301e+00 2.984893864337934664e-24
7.161797244605648594e+00 2.931609892826663371e-24
7.178312403713503542e+00 2.879663628772856400e-24
7.194865646904314183e+00 2.829022495172000392e-24
7.211457062000262042e+00 2.779654660898144315e-24
7.228086737026053754e+00 2.731529020728484828e-24
7.244754760209379363e+00 2.684615176016193783e-24
7.261461219981384829e+00 2.638883415997325767e-24
7.278206204977133886e+00 2.594304699716754177e-24
7.294989804036086767e+00 2.550850638559127635e-24
7.311812106202570050e+00 2.508493479370934019e-24
7.328673200726242953e+00 2.467206088158805050e-24
7.345573177062578729e+00 2.426961934351176914e-24
7.362512124873335395e+00 2.387735075607956433e-24
7.379490134027027359e+00 2.349500143165256463e-24
7.396507294599410365e+00 2.312232327700635795e-24
7.413563696873955777e+00 2.275907365704387155e-24
7.430659431342329313e+00 2.240501526343460204e-24
7.447794588704867103e+00 2.205991598802832503e-24
7.464969259871065077e+00 2.172354880090583976e-24
7.482183535960056808e+00 2.139569163291609819e-24
7.499437508301095789e+00 2.107612726255585631e-24
7.516731268434043045e+00 2.076464320704391905e-24
7.534064908109852077e+00 2.046103161744407432e-24
7.551438519291048479e+00 2.016508917767520682e-24
7.568852194152231760e+00 1.987661700727810819e-24
7.586306025080553184e+00 1.959542056777092070e-24
7.603800104676212257e+00 1.932130957244659381e-24
7.621334525752938127e+00 1.905409789946716518e-24
7.638909381338497617e+00 1.879360350809658592e-24
7.656524764675176620e+00 1.853964835792123365e-24
7.674180769220276588e+00 1.829205833091848317e-24
7.691877488646616357e+00 1.805066315620815555e-24
7.709615016843023305e+00 1.781529633735812912e-24
7.727393447914829849e+00 1.758579508208460514e-24
7.745212876184380590e+00 1.736200023421431110e-24
7.763073396191525255e+00 1.714375620776325873e-24
7.780975102694127621e+00 1.693091092300069895e-24
7.798918090668556680e+00 1.672331574435951390e-24
7.816902455310202669e+00 1.652082542007163596e-24
7.834928292033976227e+00 1.632329802339713403e-24
7.852995696474815546e+00 1.613059489533065011e-24
7.871104764488193517e+00 1.594258058867220276e-24
7.889255592150628438e+00 1.575912281334377580e-24
7.907448275760184941e+00 1.558009238286252735e-24
7.925682911836998912e+00 1.540536316185564666e-24
7.943959597123781080e+00 1.523481201453358960e-24
7.962278428586331280e+00 1.506831875403637043e-24
7.980639503414050040e+00 1.490576609256127984e-24
7.999042919020459941e+00 1.474703959220983851e-24
8.017488773043719874e+00 1.459202761647865705e-24
8.035977163347144625e+00 1.444062128233099008e-24
8.054508188019720905e+00 1.429271441279299807e-24
8.073081945376630486e+00 1.414820349003049784e-24
8.091698533959764461e+00 1.400698760884960750e-24
8.110358052538261475e+00 1.386896843059390205e-24
8.129060600109017543e+00 1.373405013739487670e-24
8.147806275897218953e+00 1.360213938675651695e-24
8.166595179356860967e+00 1.347314526643848641e-24
8.185427410171286056e+00 1.334697924963655680e-24
8.204303068253704367e+00 1.322355515043069794e-24
8.223222253747726640e+00 1.310278907949392001e-24
8.242185067027897105e+00 1.298459940007013500e-24
8.261191608700228173e+00 1.286890668419575326e-24
8.280241979602717350e+00 1.275563366918898599e-24
8.299336280805908572e+00 1.264470521439464699e-24
8.318474613613409119e+00 1.253604825820212273e-24
